x,y,yaw,curvature,s
2.508665084838867,-0.04666939005255699,2.8853707313537598,0.2939773499965668,0.0
2.4167165756225586,-0.05151059105992317,2.916024923324585,0.2956908643245697,0.10034718364477158
2.3237271308898926,-0.05754612386226654,2.94735050201416,0.2930535674095154,0.20069436728954315
2.23028302192688,-0.06278818845748901,2.9783458709716797,0.28573691844940186,0.30104154348373413
2.137084722518921,-0.06499999761581421,3.008145570755005,0.2735508382320404,0.4013887345790863
2.0434277057647705,-0.06499999761581421,3.0359904766082764,0.2562171518802643,0.5017359256744385
1.947967290878296,-0.06499999761581421,3.061279058456421,0.23438699543476105,0.6020830869674683
1.8503750562667847,-0.06499999761581421,3.083975315093994,0.2066575288772583,0.7024303078651428
1.7503231763839722,-0.06499999761581421,3.103546380996704,0.1723976880311966,0.8027774691581726
1.6474835872650146,-0.06499999761581421,3.1191859245300293,0.13191205263137817,0.9031246900558472
1.5415282249450684,-0.06499999761581421,3.1300621032714844,0.08647945523262024,1.003471851348877
1.4411810636520386,-0.06499999761581421,3.1355345249176025,0.03791043534874916,1.1038190126419067
1.3408339023590088,-0.06499999761581421,3.1352756023406982,-0.012112186290323734,1.2041661739349365
1.240486741065979,-0.06499999761581421,3.12941575050354,-0.06222827732563019,1.3045134544372559
1.1401394605636597,-0.06499999761581421,3.118324041366577,-0.11102982610464096,1.4048606157302856
1.0397922992706299,-0.06499999761581421,3.102621555328369,-0.15673591196537018,1.5052077770233154
0.9392972588539124,-0.06535684317350388,3.082996129989624,-0.19951051473617554,1.6055549383163452
0.8378743529319763,-0.06795362383127213,3.0600392818450928,-0.23953208327293396,1.705902099609375
0.7370860576629639,-0.06901848316192627,3.0341742038726807,-0.27689000964164734,1.8062493801116943
0.6368645429611206,-0.06871486455202103,3.00555157661438,-0.3117399215698242,1.9065965414047241
0.5371422171592712,-0.06720622628927231,2.9739534854888916,-0.3444948196411133,2.006943702697754
0.436248242855072,-0.06832550466060638,2.9392266273498535,-0.3753461539745331,2.1072909832000732
0.33429843187332153,-0.07106463611125946,2.9013702869415283,-0.4038681983947754,2.2076380252838135
0.23241472244262695,-0.07328134775161743,2.8607068061828613,-0.43027976155281067,2.307985305786133
0.13158400356769562,-0.07309864461421967,2.8172686100006104,-0.45500391721725464,2.408332347869873
0.03265806660056114,-0.06890486180782318,2.771113157272339,-0.47873347997665405,2.5086796283721924
-0.06364642828702927,-0.059353601187467575,2.7218868732452393,-0.5006124377250671,2.6090269088745117
-0.15674790740013123,-0.04336375743150711,2.6695520877838135,-0.5202339291572571,2.709373950958252
-0.24757090210914612,-0.020565394312143326,2.614121437072754,-0.537169337272644,2.8097212314605713
-0.33697065711021423,0.009212639182806015,2.55568528175354,-0.5511579513549805,2.9100682735443115
-0.42581310868263245,0.04798324406147003,2.494525194168091,-0.5624873042106628,3.010415554046631
-0.5081494450569153,0.09447266906499863,2.431023120880127,-0.5715537667274475,3.11076283454895
-0.5828700661659241,0.14894770085811615,2.3657236099243164,-0.5794433951377869,3.2111098766326904
-0.6491934657096863,0.21134711802005768,2.298781394958496,-0.5867350101470947,3.3114571571350098
-0.7066661715507507,0.28128162026405334,2.230717182159424,-0.5946751832962036,3.41180419921875
-0.7560884952545166,0.3584173023700714,2.161891222000122,-0.6038346290588379,3.5121514797210693
-0.7980924248695374,0.44188666343688965,2.093146800994873,-0.6131448745727539,3.6124987602233887
-0.8301162719726562,0.5297102332115173,2.0245985984802246,-0.6215174198150635,3.712845802307129
-0.8538159132003784,0.6247336864471436,1.956536889076233,-0.6279597878456116,3.8131930828094482
-0.870168924331665,0.7221758365631104,1.889329433441162,-0.6318593621253967,3.9135401248931885
-0.8817808628082275,0.8203225135803223,1.8231909275054932,-0.6328309178352356,4.013887405395508
-0.8849647045135498,0.9143891930580139,1.7580976486206055,-0.6294342875480652,4.114234447479248
